BehaviorSpace results (NetLogo 6.2.0),,,,,,,,,,,,
crested_newt.nlogo,,,,,,,,,,,,
experiment,,,,,,,,,,,,
09/23/2021 21:47:03:176 +0200,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,
0,399,0,399,,,,,,,,,
[run number],capacity,mean-juvenile-mortality-prob,mortality-decrease-with-buffer,number-of-startind,movement-energy,cropland-movement-cost,woodland-movement-cost,mean-number-of-female-offspring,scenario,mean-adult-mortality-prob,[step],count turtles
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,42,25
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,38,33
99,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,84,49
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,16,67
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,43,22
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,59,38
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,44,25
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,39,37
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,23,47
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,26,48
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,45,24
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,46,33
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,60,40
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,24,51
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,47,32
99,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,85,47
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,40,35
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,27,56
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,41,28
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,25,45
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,48,32
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,61,42
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,17,62
100,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,86,99
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,42,23
99,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,86,48
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,62,38
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,43,30
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,49,26
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,26,44
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,44,37
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,28,52
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,50,25
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,63,38
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,29,40
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,45,30
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,18,59
99,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,87,53
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,46,32
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,51,25
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,27,37
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,30,49
99,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,88,70
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,52,23
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,64,29
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,53,22
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,65,35
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,47,28
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,28,37
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,31,49
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,29,42
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,66,44
100,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,87,84
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,48,27
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,54,17
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,19,56
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,55,28
99,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,89,71
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,49,23
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,32,51
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,50,24
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,51,25
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,67,44
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,30,52
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,52,42
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,56,23
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,57,13
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,20,47
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,58,15
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,59,26
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,33,47
100,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,88,88
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,31,50
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,21,59
99,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,90,71
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,53,33
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,60,27
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,68,38
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,34,52
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,61,18
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,69,56
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,62,20
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,54,27
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,63,13
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,64,9
99,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,91,72
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,32,33
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,55,37
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,65,11
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,66,13
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,22,54
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,35,61
100,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,89,99
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,67,8
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,68,5
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,69,10
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,33,28
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,70,12
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,56,41
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,71,9
99,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,92,78
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,72,10
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,34,19
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,23,57
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,36,46
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,73,14
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,35,22
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,36,15
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,37,16
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,38,24
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,70,44
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,39,28
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,74,18
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,40,31
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,57,35
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,37,59
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,75,12
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,76,17
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,77,15
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,24,58
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,78,25
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,41,20
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,71,36
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,42,19
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,79,21
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,43,26
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,72,35
100,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,90,94
99,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,93,77
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,38,64
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,80,18
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,81,29
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,44,25
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,58,30
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,82,24
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,45,28
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,73,26
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,83,25
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,46,33
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,74,32
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,25,59
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,84,27
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,59,32
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,75,36
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,47,35
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,60,38
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,39,59
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,85,39
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,48,36
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,76,32
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,61,48
99,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,94,81
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,86,36
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,49,29
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,77,31
100,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,91,70
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,40,69
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,50,35
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,26,48
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,87,35
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,78,29
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,62,42
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,79,31
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,88,38
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,51,34
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,63,37
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,80,37
100,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,92,65
99,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,95,86
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,27,46
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,41,63
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,52,30
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,64,31
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,89,36
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,81,40
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,53,27
100,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,93,81
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,28,45
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,82,46
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,65,26
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,66,28
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,54,18
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,90,38
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,67,34
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,29,37
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,55,21
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,56,17
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,57,18
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,30,37
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,83,51
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,58,19
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,68,30
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,59,23
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,91,33
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,60,28
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,42,49
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,31,42
99,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,96,61
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,69,33
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,61,29
100,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,94,95
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,62,39
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,43,50
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,70,26
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,32,44
99,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,97,68
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,92,27
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,84,44
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,93,29
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,71,27
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,63,35
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,33,45
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,44,40
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,72,24
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,94,30
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,73,33
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,85,36
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,64,36
99,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,98,75
100,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,95,89
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,34,42
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,65,40
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,95,24
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,45,46
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,96,28
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,86,44
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,74,29
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,35,33
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,97,29
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,66,26
99,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,99,88
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,36,40
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,46,37
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,75,28
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,67,32
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,37,42
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,68,42
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,87,36
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,76,31
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,98,25
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,47,38
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,99,26
108,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,100,23
100,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,96,90
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,48,38
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,88,36
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,38,39
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,69,48
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,77,31
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,70,43
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,78,28
111,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,0,50
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,49,32
111,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,1,94
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,89,37
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,39,33
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,40,41
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,50,45
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,90,36
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,79,33
99,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,100,88
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,71,43
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,51,46
100,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,97,92
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,41,32
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,80,29
112,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,0,50
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,91,44
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,42,33
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,52,42
111,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,2,108
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,72,43
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,81,28
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,53,42
112,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,1,87
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,43,35
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,44,38
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,54,30
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,82,34
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,73,41
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,55,37
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,92,35
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,45,49
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,83,31
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,56,32
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,57,38
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,58,40
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,74,40
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,84,30
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,93,38
100,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,98,98
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,59,35
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,75,40
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,46,46
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,85,22
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,86,29
112,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,2,92
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,76,42
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,60,39
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,94,34
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,87,32
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,47,50
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,61,38
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,77,43
111,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,3,74
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,95,19
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,96,22
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,97,34
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,62,40
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,48,51
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,88,23
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,78,35
100,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,99,94
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,98,31
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,49,62
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,89,30
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,99,34
111,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,4,76
112,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,3,80
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,90,28
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,63,53
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,79,33
105,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,100,31
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,91,30
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,80,30
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,92,33
113,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,0,50
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,50,55
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,81,31
113,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,1,104
100,30,0.45,0.1,50,500,5,1,2.5,buffers,0.18,100,99
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,64,56
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,82,32
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,93,32
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,51,58
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,83,35
112,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,4,79
111,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,5,58
114,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,0,50
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,94,34
114,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,1,93
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,84,33
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,95,30
111,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,6,64
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,65,38
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,52,66
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,85,34
111,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,7,78
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,96,30
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,66,42
113,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,2,84
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,86,32
112,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,5,73
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,97,31
114,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,2,99
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,87,34
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,67,33
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,98,40
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,53,69
111,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,8,75
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,68,35
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,88,38
113,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,3,78
112,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,6,76
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,69,36
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,89,48
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,99,39
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,70,39
109,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,54,60
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,90,34
114,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,3,96
113,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,4,61
106,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,100,35
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,71,31
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,91,26
111,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,9,60
110,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,72,37
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,92,35
112,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,7,68
107,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,93,42
111,30,0.45,0.1,50,500,5,1,2.5,corridors,0.18,10,72
